ra,dec,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,fiberMag_u,fiberMag_g,fiberMag_r,fiberMag_i,fiberMag_z,petroMag_u,petroMag_g,petroMag_r,petroMag_i,petroMag_z
1.01128698,0.23120438,23.412254,22.835382,22.595287,22.088854,22.34201,22.858679,22.893036,22.862,22.20245,21.966024,21.945827,22.867607,22.724266,21.642986,21.270212
1.01156793,0.30858705,23.078074,22.529945,21.7159,21.26943,21.238276,22.922802,22.690807,21.878029,21.334665,21.288893,23.237051,22.588636,21.082586,21.141232,19.675434
1.01262976,0.37235788,22.480999,21.913958,20.955084,20.705585,20.267385,22.630426,21.914812,21.125139,20.750351,20.177629,21.679192,21.198481,20.528452,20.014956,19.243586
1.01255155,0.4207966,22.40822,23.225189,22.506857,22.643425,21.624378,22.685497,23.347485,22.778475,22.968473,22.115459,20.535839,23.542624,21.536652,27.850035,19.537481
1.01306678,0.32830501,24.080656,22.790804,21.196608,20.263216,20.184092,24.081392,22.781828,21.226196,20.285942,19.926296,21.023592,21.555077,19.770969,19.313353,18.224264
1.01306678,0.32830502,24.080666,22.797424,21.203985,20.264221,20.176823,24.210266,22.78731,21.232595,20.290405,19.940937,22.992205,21.778858,20.03681,19.270597,18.449402
1.01186636,0.32712807,24.383936,23.604092,23.183014,21.926996,21.26095,23.844234,24.03594,23.205242,22.123844,21.343393,25.356695,23.38423,22.469288,21.81962,20.782488
1.01295786,0.31922448,22.846609,23.113819,24.393215,23.49662,23.238031,22.863903,23.483292,23.608919,23.449083,23.065584,21.12376,22.418411,24.247961,24.36269,24.961914
1.01333012,0.21830866,23.739569,23.166994,23.984016,23.170273,21.478214,23.633755,23.159552,23.995071,23.425072,21.522476,22.428768,21.977648,24.758102,22.011812,22.960367
1.01350226,0.30101818,23.638809,22.29775,21.430279,21.224491,21.559763,23.494659,22.521704,21.719002,21.366003,21.548677,22.584679,22.051687,21.433163,20.988991,22.784719
1.01315955,0.34551325,24.684364,23.129351,22.358152,21.639101,21.627628,24.66255,22.884968,22.34783,21.693445,21.210344,24.947538,22.068291,21.688808,21.810232,20.413986
1.01357491,0.33551265,23.699631,22.772861,21.192772,20.360847,19.866995,23.179308,22.770706,21.312181,20.43302,19.75321,21.364983,22.347795,20.727461,19.93095,19.4342
1.01363748,0.36013577,23.269855,23.021851,21.692415,21.727369,21.782072,23.158699,22.846722,21.865932,21.618143,21.544092,22.371002,22.637283,21.238369,21.279612,20.844679
1.01422027,0.28293726,22.996307,22.603863,21.771053,21.352648,21.607731,23.326887,22.80023,22.020491,21.619501,21.599478,22.203672,22.196886,21.98064,21.255999,20.776432
1.01422024,0.28293721,22.996733,22.590036,21.750658,21.352585,21.607584,23.222191,22.793558,22.02206,21.62178,21.566244,22.225437,22.174709,21.936995,21.240204,20.772408
1.01213442,0.25995227,23.984417,23.519621,22.172184,21.782791,21.692703,23.70573,23.563429,22.479904,22.099094,22.249708,22.405922,23.321257,22.270924,21.541996,21.472445
1.01420068,0.333578,24.572256,23.648569,22.27351,22.007881,22.134665,24.72209,24.19297,22.432623,22.185165,22.109657,21.859325,24.020761,21.884121,21.67153,21.066668
1.0131817,0.25248065,23.505104,24.065256,22.86359,21.804581,21.335318,23.281672,23.996344,22.863522,21.74877,21.642132,21.634293,23.33853,22.636892,21.367048,20.891699
1.01333927,0.29694738,25.535938,25.414988,22.781004,22.11198,21.624537,24.442675,24.797953,23.135124,22.68141,22.242676,23.474613,23.841591,22.93408,22.745211,22.30652
1.01341777,0.38718854,22.823278,23.92066,22.951756,22.193466,22.313833,23.081659,23.794933,22.820673,22.303152,21.528749,22.411655,23.38378,22.610577,22.185095,22.008074
